enrollment_id,enrollment_date,user_id,course_id
127,2024-08-01,69,C005
128,2024-10-22,70,C008
129,2024-05-19,71,C005
130,2024-09-22,71,C006
131,2024-07-03,71,C001
132,2024-08-06,72,C002
133,2024-12-26,73,C008
134,2024-12-27,73,C006
135,2024-07-12,74,C002
136,2024-04-24,74,C003
137,2024-05-13,74,C006
138,2024-05-28,75,C003
139,2024-02-24,76,C001
140,2024-03-19,77,C001
141,2024-05-26,78,C006
142,2024-09-28,78,C003
143,2024-02-26,78,C008
144,2024-08-23,79,C003
145,2024-04-03,79,C004
146,2024-05-02,80,C003
147,2024-05-15,80,C005
148,2024-03-03,80,C002
149,2024-05-12,81,C008
150,2024-03-24,82,C007
151,2024-07-26,82,C008
152,2024-08-28,82,C001
153,2024-01-13,83,C005
154,2024-12-28,84,C001
155,2024-02-15,85,C007
156,2024-11-18,85,C006
157,2024-07-09,85,C002
158,2024-04-20,86,C008
159,2024-07-14,86,C001
160,2024-11-21,86,C003
161,2024-10-27,87,C001
162,2024-09-13,87,C006
163,2024-08-18,87,C008
164,2024-01-03,88,C001
165,2024-01-07,89,C004
166,2024-06-16,90,C001
167,2024-06-03,90,C002
168,2024-10-26,91,C002
169,2024-02-22,92,C004
170,2024-06-10,92,C005
171,2024-01-11,92,C001
172,2024-10-22,93,C003
173,2024-06-19,93,C004
174,2024-08-11,94,C002
175,2024-04-20,94,C005
176,2024-07-20,95,C006
177,2024-11-01,95,C003
178,2024-10-09,95,C004
179,2024-09-13,96,C006
180,2024-10-12,97,C002
181,2024-08-25,98,C001
182,2024-12-19,98,C002
183,2024-01-14,98,C003
184,2024-05-18,99,C003
185,2024-10-22,100,C004
186,2024-03-25,101,C005
187,2024-07-11,102,C008
188,2024-02-23,102,C002
189,2024-02-24,102,C004
190,2024-01-26,103,C001
191,2024-01-24,103,C002
192,2024-11-01,104,C004
193,2024-07-22,104,C001
194,2024-08-16,105,C003
195,2024-07-15,105,C004
196,2024-02-15,106,C004
197,2024-02-01,106,C005
198,2024-12-28,107,C004
199,2024-02-02,107,C003
200,2024-07-23,108,C007
201,2024-05-16,108,C002
202,2024-11-20,108,C005
203,2024-02-16,109,C004
204,2024-11-04,110,C007
205,2024-05-15,110,C001
206,2024-12-27,110,C006
207,2024-09-04,111,C003
208,2024-06-26,111,C008
209,2024-07-09,111,C007
210,2024-05-27,112,C007
211,2024-10-09,113,C007
212,2024-02-22,114,C002
213,2024-02-13,114,C003
214,2024-02-27,115,C004
215,2024-02-24,116,C008
216,2024-10-11,116,C006
217,2024-07-06,117,C002
218,2024-04-01,117,C003
219,2024-11-07,118,C002
220,2024-08-26,118,C007
221,2024-02-27,118,C006
222,2024-07-14,119,C004
223,2024-06-05,119,C002
224,2024-12-14,119,C008
225,2024-08-25,120,C006
226,2024-05-24,120,C002
227,2024-12-10,120,C001
228,2024-12-09,121,C002
229,2024-11-09,122,C004
230,2024-05-24,122,C008
231,2024-07-19,122,C007
232,2024-05-21,123,C003
233,2024-12-09,124,C007
234,2024-11-12,124,C004
235,2024-10-19,125,C003
236,2024-09-19,126,C002
237,2024-04-08,126,C006
238,2024-08-28,127,C005
239,2024-03-24,128,C003
240,2024-05-17,128,C002
241,2024-09-23,128,C008
242,2024-11-04,129,C008
243,2024-05-05,130,C007
244,2024-10-03,130,C002
245,2024-09-11,130,C001
246,2024-09-13,131,C007
247,2024-03-10,132,C002
248,2024-11-17,133,C001
249,2024-10-22,134,C006
250,2024-05-18,135,C004
251,2024-11-23,135,C002
252,2024-10-03,136,C004
253,2024-06-19,136,C006
254,2024-05-06,136,C001
255,2024-05-12,137,C007
256,2024-08-05,137,C005
257,2024-10-20,137,C008
258,2024-07-01,138,C008
259,2024-08-04,138,C002
260,2024-09-16,138,C006
261,2024-08-28,139,C001
262,2024-06-05,139,C007
263,2024-09-11,139,C005
264,2024-03-20,140,C004
265,2024-02-08,141,C008
266,2024-09-09,142,C004
267,2024-10-11,142,C005
268,2024-04-11,143,C004
269,2024-09-10,143,C006
270,2024-10-16,143,C003
271,2024-08-15,144,C003
272,2024-10-03,144,C006
273,2024-04-10,144,C007
274,2024-05-27,145,C001
275,2024-09-08,145,C005
276,2024-02-13,146,C007
277,2024-06-14,147,C007
278,2024-09-28,147,C003
279,2024-09-12,148,C005
280,2024-08-13,148,C004
281,2024-12-08,149,C007
282,2024-05-02,149,C006
283,2024-12-20,150,C003
284,2024-01-20,150,C007
285,2024-05-21,151,C008
286,2024-07-26,151,C001
287,2024-09-07,151,C006
288,2024-08-07,152,C003
289,2024-08-03,153,C006
290,2024-05-22,153,C005
291,2024-06-24,153,C003
292,2024-05-22,154,C004
293,2024-01-04,154,C006
294,2024-12-14,155,C007
295,2024-10-22,156,C005
296,2024-11-01,156,C004
297,2024-08-23,156,C008
298,2024-01-23,157,C008
299,2024-04-09,158,C005
300,2024-09-15,158,C007
301,2024-12-06,159,C001
302,2024-10-17,159,C008
303,2024-06-11,160,C007
304,2024-12-03,161,C001
305,2024-11-13,161,C003
306,2024-09-11,161,C002
307,2024-04-12,162,C007
308,2024-01-17,163,C008
309,2024-10-15,163,C002
310,2024-09-08,164,C002
311,2024-07-03,164,C006
312,2024-07-10,164,C005
313,2024-11-08,165,C007
314,2024-10-18,165,C005
315,2024-02-04,166,C003
316,2024-10-19,166,C001
317,2024-06-17,166,C004
318,2024-12-22,167,C003
319,2024-08-21,167,C008
320,2024-09-24,167,C002
321,2024-09-08,168,C001
322,2024-01-16,169,C001
323,2024-02-27,170,C004
324,2024-05-06,170,C008
325,2024-07-20,171,C008
326,2024-07-06,172,C004
327,2024-04-08,173,C005
328,2024-03-27,173,C003
329,2024-08-09,174,C006
330,2024-11-25,174,C003
331,2024-03-16,175,C003
332,2024-08-24,175,C007
333,2024-08-07,175,C004
334,2024-04-14,176,C003
335,2024-02-14,177,C004
336,2024-08-12,178,C001
337,2024-06-03,178,C005
338,2024-10-20,179,C004
339,2024-12-05,179,C007
340,2024-02-22,180,C001
341,2024-08-21,180,C007
342,2024-08-03,180,C003
343,2024-05-09,181,C008
344,2024-12-06,181,C003
345,2024-04-04,181,C005
346,2024-01-21,182,C002
347,2024-11-16,182,C001
348,2024-04-04,182,C003
349,2024-11-19,183,C002
350,2024-12-15,183,C006
351,2024-06-25,183,C007
352,2024-07-27,184,C004
353,2024-08-01,184,C002
354,2024-07-19,185,C006
355,2024-09-15,185,C008
356,2024-05-17,186,C004
357,2024-07-11,186,C007
358,2024-12-28,187,C008
359,2024-03-05,187,C007
360,2024-04-01,188,C001
361,2024-09-18,189,C006
362,2024-08-02,189,C005
363,2024-06-14,189,C002
364,2024-01-06,190,C007
365,2024-01-07,190,C005
366,2024-03-26,191,C008
367,2024-04-08,191,C006
368,2024-03-15,192,C003
369,2024-01-18,193,C001
370,2024-09-17,193,C005
371,2024-08-23,193,C008
372,2024-05-09,194,C004
373,2024-08-16,195,C001
374,2024-04-25,195,C006
375,2024-06-07,196,C004
376,2024-07-11,196,C007
377,2024-04-11,196,C003
378,2024-06-23,197,C007
379,2024-07-22,197,C005
380,2024-09-22,197,C006
381,2024-06-02,198,C001
382,2024-09-14,199,C003
383,2024-07-26,199,C004
384,2024-07-09,200,C007
385,2024-01-13,200,C003
386,2024-10-07,201,C001
387,2024-08-10,202,C004
388,2024-11-24,203,C001
389,2024-03-09,204,C004
390,2024-10-09,204,C005
391,2024-02-08,205,C005
392,2024-11-08,205,C001
393,2024-09-07,205,C002
394,2024-03-18,206,C008
395,2024-05-06,206,C003
396,2024-11-16,207,C006
397,2024-06-14,207,C001
398,2024-06-13,207,C004
399,2024-10-23,208,C005
400,2024-02-18,208,C004
401,2024-06-09,209,C007
402,2024-09-24,210,C004
403,2024-01-12,210,C008
404,2024-06-15,211,C005
405,2024-01-13,212,C006
406,2024-11-10,212,C001
407,2024-10-12,212,C004
408,2024-07-03,213,C008
409,2024-04-05,214,C006
410,2024-12-06,214,C003
411,2024-03-14,215,C007
412,2024-12-26,215,C004
413,2024-06-03,215,C003
414,2024-02-28,216,C008
415,2024-12-24,216,C004
416,2024-03-13,216,C002
417,2024-01-11,217,C004
418,2024-08-01,217,C003
419,2024-12-25,218,C002
420,2024-08-17,218,C006
421,2024-11-07,219,C008
422,2024-05-06,219,C004
423,2024-09-26,219,C007
424,2024-03-07,220,C004
425,2024-03-16,221,C004
426,2024-12-23,221,C003
427,2024-04-16,221,C008
428,2024-10-03,222,C002
429,2024-12-13,223,C003
430,2024-01-10,223,C007
431,2024-06-10,223,C001
432,2024-11-28,224,C007
433,2024-12-27,225,C003
434,2024-01-03,225,C002
435,2024-02-07,225,C006
436,2024-06-24,226,C003
437,2024-06-03,226,C004
438,2024-09-25,227,C008
439,2024-09-24,228,C005
440,2024-08-04,229,C006
441,2024-10-16,230,C007
442,2024-01-20,230,C002
443,2024-06-27,231,C004
444,2024-03-21,232,C006
445,2024-10-15,232,C007
446,2024-01-20,232,C008
447,2024-02-15,233,C006
448,2024-08-05,233,C001
449,2024-09-23,234,C004
450,2024-04-06,234,C002
451,2024-10-25,235,C008
452,2024-02-04,235,C006
453,2024-04-04,235,C004
454,2024-06-23,236,C004
455,2024-09-20,236,C002
456,2024-05-25,236,C008
457,2024-09-08,237,C008
458,2024-06-08,238,C002
459,2024-08-13,238,C004
460,2024-07-04,238,C003
461,2024-12-02,239,C002
462,2024-02-08,239,C005
463,2024-06-18,240,C005
464,2024-08-03,240,C002
465,2024-08-04,241,C007
466,2024-12-15,242,C003
467,2024-06-10,242,C002
468,2024-10-11,243,C001
469,2024-09-11,244,C008
470,2024-12-10,244,C003
471,2024-03-01,244,C004
472,2024-02-06,245,C007
473,2024-05-20,245,C004
474,2024-05-17,246,C005
475,2024-06-28,246,C002
476,2024-12-25,247,C003
477,2024-12-19,247,C001
478,2024-08-17,248,C007
479,2024-05-23,248,C001
480,2024-11-17,248,C005
481,2024-10-06,249,C004
482,2024-11-26,250,C005
483,2024-09-03,250,C002
484,2024-02-05,250,C006
485,2024-03-19,251,C004
486,2024-12-07,251,C006
487,2024-09-27,251,C008
488,2024-08-16,252,C008
489,2024-04-11,253,C008
490,2024-01-08,253,C002
491,2024-06-16,253,C001
492,2024-10-23,254,C004
493,2024-06-01,254,C002
494,2024-08-17,255,C004
495,2024-09-13,255,C007
496,2024-04-01,255,C005
497,2024-05-04,256,C001
498,2024-10-17,256,C004
499,2024-02-28,257,C007
500,2024-12-17,257,C004
501,2024-04-13,257,C002
502,2024-11-07,258,C005
503,2024-04-22,258,C004
504,2024-10-09,259,C001
505,2024-07-15,259,C002
506,2024-01-05,259,C003
507,2024-01-21,260,C008
508,2024-07-16,260,C004
509,2024-01-09,260,C005
510,2024-04-10,261,C001
511,2024-12-07,261,C002
512,2024-12-01,261,C005
513,2024-04-11,262,C001
514,2024-12-12,262,C007
515,2024-02-13,263,C005
516,2024-08-06,263,C006
517,2024-07-19,264,C001
518,2024-03-04,265,C003
519,2024-03-14,266,C001
520,2024-04-03,266,C002
521,2024-01-03,266,C006
522,2024-09-22,267,C001
523,2024-11-24,268,C003
524,2024-12-13,268,C005
525,2024-03-07,269,C007
526,2024-02-19,269,C002
527,2024-02-21,269,C005
528,2024-07-14,270,C003
529,2024-06-08,271,C006
530,2024-09-07,271,C003
531,2024-06-16,272,C004
532,2024-10-25,272,C006
533,2024-04-10,273,C008
534,2024-07-18,273,C006
535,2024-12-20,273,C007
536,2024-09-25,274,C002
537,2024-12-09,275,C003
538,2024-08-19,275,C001
539,2024-07-19,276,C004
540,2024-04-18,276,C005
541,2024-04-26,277,C001
542,2024-08-24,278,C006
543,2024-03-17,278,C008
544,2024-10-27,278,C003
545,2024-03-04,279,C005
546,2024-02-26,279,C007
547,2024-09-12,280,C006
548,2024-07-04,280,C007
549,2024-05-28,281,C008
550,2024-09-24,281,C005
551,2024-02-26,281,C001
552,2024-01-04,282,C001
553,2024-09-25,282,C002
554,2024-02-18,282,C005
555,2024-01-15,283,C005
556,2024-09-18,284,C003
557,2024-04-03,284,C005
558,2024-09-03,284,C008
559,2024-08-22,285,C001
560,2024-11-26,286,C006
561,2024-08-08,287,C004
562,2024-04-19,287,C008
563,2024-01-19,288,C008
564,2024-11-13,288,C001
565,2024-02-19,288,C003
566,2024-12-06,289,C005
567,2024-03-28,289,C002
568,2024-01-07,289,C006
569,2024-05-10,290,C006
570,2024-04-16,291,C002
571,2024-12-16,292,C008
572,2024-02-22,293,C004
573,2024-06-03,293,C001
574,2024-07-12,294,C007
575,2024-01-14,295,C004
576,2024-04-08,296,C002
577,2024-09-09,296,C007
578,2024-12-13,297,C005
579,2024-09-24,298,C002
580,2024-02-06,299,C008
581,2024-05-02,299,C004
582,2024-11-07,300,C003
583,2024-08-17,300,C005
584,2024-01-27,301,C006
585,2024-05-16,301,C008
586,2024-11-28,301,C003
587,2024-04-06,302,C008
588,2024-01-17,302,C005
589,2024-02-17,303,C005
590,2024-06-18,304,C005
591,2024-11-09,304,C004
592,2024-08-04,304,C008
593,2024-11-17,305,C007
594,2024-11-07,306,C005
595,2024-07-18,306,C007
596,2024-09-03,307,C003
597,2024-11-03,308,C002
598,2024-01-11,308,C004
599,2024-03-22,308,C008
600,2024-03-16,309,C002
601,2024-09-24,309,C003
602,2024-04-03,309,C004
603,2024-05-05,310,C004
604,2024-08-13,311,C003
605,2024-11-20,311,C004
606,2024-07-11,311,C008
607,2024-01-03,312,C004
608,2024-11-16,313,C006
609,2024-04-01,313,C001
610,2024-10-12,313,C004
611,2024-11-04,314,C008
612,2024-05-07,314,C004
613,2024-02-15,315,C007
614,2024-02-11,315,C005
615,2024-10-22,315,C006
616,2024-01-10,316,C003
617,2024-05-13,317,C005
618,2024-03-16,317,C003
619,2024-11-20,318,C002
620,2024-08-10,318,C008
621,2024-10-26,319,C007
622,2024-04-10,319,C005
623,2024-10-02,320,C007
624,2024-06-23,320,C008
625,2024-08-11,320,C003
626,2024-08-06,321,C001
627,2024-02-22,322,C007
628,2024-02-08,322,C002
629,2024-11-18,323,C004
630,2024-02-07,323,C002
631,2024-11-04,324,C001
632,2024-07-05,325,C001
633,2024-07-11,325,C004
634,2024-05-28,326,C007
635,2024-09-10,327,C001
636,2024-01-24,327,C002
637,2024-07-26,327,C004
638,2024-06-22,328,C008
639,2024-08-06,328,C002
640,2024-04-21,328,C007
641,2024-02-02,329,C003
642,2024-07-25,330,C003
643,2024-05-05,330,C007
644,2024-02-13,331,C003
645,2024-01-25,331,C008
646,2024-08-03,332,C007
647,2024-07-11,332,C003
648,2024-04-12,332,C004
649,2024-05-14,333,C004
650,2024-10-20,333,C007
651,2024-01-11,334,C005
652,2024-08-03,334,C006
653,2024-09-03,334,C008
654,2024-08-15,335,C008
655,2024-01-20,335,C005
656,2024-08-13,335,C001
657,2024-10-24,336,C003
658,2024-08-07,337,C004
659,2024-06-04,338,C004
660,2024-04-24,339,C003
661,2024-12-23,339,C006
662,2024-12-08,340,C005
663,2024-03-10,340,C003
664,2024-04-05,341,C007
665,2024-09-25,342,C004
666,2024-03-22,342,C001
667,2024-07-18,342,C008
668,2024-09-14,343,C003
669,2024-11-27,343,C004
670,2024-11-12,343,C001
671,2024-02-24,344,C003
672,2024-09-02,345,C004
673,2024-07-02,345,C008
674,2024-09-08,345,C001
675,2024-08-09,346,C002
676,2024-11-22,346,C006
677,2024-03-26,346,C007
678,2024-09-28,347,C005
679,2024-10-20,347,C003
680,2024-12-18,348,C002
681,2024-12-18,348,C004
682,2024-04-21,348,C006
683,2024-07-06,349,C005
684,2024-12-12,349,C002
685,2024-02-18,350,C001
686,2024-06-26,350,C003
687,2024-06-13,350,C008
688,2024-02-01,351,C008
689,2024-09-06,351,C004
690,2024-10-02,352,C004
691,2024-10-01,352,C003
692,2024-07-20,352,C008
693,2024-06-22,353,C006
694,2024-07-24,353,C003
695,2024-06-05,354,C004
696,2024-02-11,355,C003
697,2024-10-18,355,C004
698,2024-02-23,356,C003
699,2024-01-11,356,C004
700,2024-11-14,356,C005
701,2024-01-14,357,C006
702,2024-11-13,358,C001
703,2024-01-06,358,C002
704,2024-12-13,359,C006
705,2024-04-11,359,C001
706,2024-11-05,360,C004
707,2024-04-26,360,C008
708,2024-05-06,360,C002
709,2024-12-09,361,C001
710,2024-08-14,361,C008
711,2024-07-20,361,C007
712,2024-03-14,362,C005
713,2024-09-01,362,C003
714,2024-09-25,362,C008
715,2024-12-19,363,C004
716,2024-01-19,363,C001
717,2024-04-13,364,C006
718,2024-04-26,364,C002
719,2024-02-09,364,C007
720,2024-07-03,365,C005
721,2024-06-06,365,C006
722,2024-06-28,366,C006
723,2024-10-21,367,C002
724,2024-07-16,367,C007
725,2024-07-03,368,C008
726,2024-07-09,368,C004
727,2024-03-25,369,C001
728,2024-11-27,369,C007
729,2024-02-25,369,C003
730,2024-11-25,370,C001
731,2024-03-04,371,C007
732,2024-09-14,372,C003
733,2024-04-13,372,C002
734,2024-04-24,372,C008
735,2024-04-03,373,C008
736,2024-11-09,373,C005
737,2024-12-17,373,C007
738,2024-10-25,374,C001
739,2024-06-06,374,C003
740,2024-07-13,374,C007
741,2024-08-02,375,C005
742,2024-11-28,375,C003
743,2024-11-28,376,C007
744,2024-11-01,377,C002
745,2024-05-02,377,C003
746,2024-06-09,377,C005
747,2024-08-08,378,C003
748,2024-06-02,379,C005
749,2024-04-12,380,C006
750,2024-04-25,380,C004
751,2024-11-17,380,C008
752,2024-07-06,381,C008
753,2024-04-13,381,C007
754,2024-09-17,382,C003
755,2024-11-02,383,C007
756,2024-06-27,384,C002
757,2024-08-20,384,C008
758,2024-12-20,385,C007
759,2024-05-08,385,C004
760,2024-06-13,385,C005
761,2024-02-26,386,C006
762,2024-04-19,386,C008
763,2024-05-15,386,C007
764,2024-05-20,387,C005
765,2024-07-15,387,C002
766,2024-04-15,388,C008
767,2024-02-22,388,C006
768,2024-08-07,389,C003
769,2024-04-02,389,C006
770,2024-03-28,390,C001
771,2024-08-15,390,C007
772,2024-03-21,390,C004
773,2024-11-08,391,C002
774,2024-06-21,391,C001
775,2024-08-23,392,C005
776,2024-12-03,392,C007
777,2024-08-08,393,C007
778,2024-08-24,394,C006
779,2024-04-08,394,C001
780,2024-01-16,395,C005
781,2024-07-17,396,C001
782,2024-04-22,396,C008
783,2024-03-02,397,C007
784,2024-12-06,398,C002
785,2024-10-01,399,C001
786,2024-01-17,400,C007
787,2024-09-11,400,C001
788,2024-09-07,400,C002
789,2024-06-13,401,C007
790,2024-06-07,402,C004
791,2024-07-17,402,C002
792,2024-06-23,402,C006
793,2024-11-05,403,C001
794,2024-12-18,404,C005
795,2024-07-26,404,C001
796,2024-06-16,404,C006
797,2024-07-10,405,C004
798,2024-01-24,406,C004
799,2024-01-20,407,C008
800,2024-12-20,407,C003
801,2024-08-11,408,C002
802,2024-06-11,408,C005
803,2024-11-10,408,C006
804,2024-07-25,409,C001
805,2024-11-14,409,C003
806,2024-04-19,409,C004
807,2024-12-14,410,C006
808,2024-06-06,411,C003
809,2024-07-07,411,C005
810,2024-04-09,412,C001
811,2024-03-01,412,C003
812,2024-08-13,413,C006
813,2024-07-03,413,C004
814,2024-04-01,414,C001
815,2024-10-11,415,C001
816,2024-07-15,415,C008
817,2024-09-18,416,C004
818,2024-05-05,416,C001
819,2024-08-18,417,C005
820,2024-10-22,418,C004
821,2024-03-20,418,C001
822,2024-01-23,418,C008
823,2024-11-07,419,C006
824,2024-09-03,419,C003
825,2024-12-18,420,C006
826,2024-04-28,421,C005
827,2024-05-04,422,C001
828,2024-12-06,422,C008
829,2024-07-24,422,C002
830,2024-06-10,423,C004
831,2024-11-21,424,C006
832,2024-10-11,425,C006
833,2024-09-26,425,C007
834,2024-01-27,425,C008
835,2024-03-13,426,C004
836,2024-04-26,427,C005
837,2024-10-18,427,C004
838,2024-10-16,428,C008
839,2024-11-10,428,C001
840,2024-06-07,429,C007
841,2024-02-06,429,C006
842,2024-12-22,429,C008
843,2024-08-20,430,C006
844,2024-10-25,430,C003
845,2024-04-13,430,C002
846,2024-05-17,431,C003
847,2024-11-22,431,C008
848,2024-12-02,432,C001
849,2024-04-24,432,C008
850,2024-02-15,432,C006
851,2024-08-01,433,C005
852,2024-05-03,433,C006
853,2024-09-22,433,C008
854,2024-07-08,434,C008
855,2024-01-15,434,C005
856,2024-07-11,435,C002
857,2024-10-15,435,C005
858,2024-04-07,435,C001
859,2024-04-11,436,C002
860,2024-11-24,436,C003
861,2024-10-15,436,C006
862,2024-06-24,437,C004
863,2024-06-12,438,C002
864,2024-02-12,439,C005
865,2024-03-21,440,C008
866,2024-06-18,440,C004
867,2024-11-23,440,C005
868,2024-01-19,441,C004
869,2024-03-06,441,C007
870,2024-11-17,442,C007
871,2024-03-24,442,C003
872,2024-02-25,443,C004
873,2024-05-10,443,C006
874,2024-10-07,443,C005
875,2024-06-15,444,C006
876,2024-01-11,445,C002
877,2024-04-24,445,C005
878,2024-04-16,445,C006
879,2024-03-05,446,C006
880,2024-03-24,446,C008
881,2024-10-12,446,C001
882,2024-11-14,447,C004
883,2024-05-14,447,C007
884,2024-01-01,447,C003
885,2024-02-10,448,C007
886,2024-02-26,448,C008
887,2024-09-17,449,C005
888,2024-08-03,450,C007
889,2024-11-09,450,C003
890,2024-11-16,451,C005
891,2024-03-17,451,C006
892,2024-09-04,452,C007
893,2024-03-24,452,C002
894,2024-11-22,452,C001
895,2024-08-21,453,C007
896,2024-02-26,454,C008
897,2024-04-16,455,C007
898,2024-04-01,456,C008
899,2024-11-04,456,C002
900,2024-05-01,456,C004
901,2024-08-02,457,C006
902,2024-09-11,457,C001
903,2024-02-15,457,C008
904,2024-12-03,458,C008
905,2024-11-22,458,C003
906,2024-03-16,459,C002
907,2024-11-15,459,C001
908,2024-11-19,460,C006
909,2024-07-03,460,C002
910,2024-10-07,460,C007
911,2024-08-18,461,C002
912,2024-12-05,461,C007
913,2024-09-08,461,C001
914,2024-07-23,462,C008
915,2024-12-04,462,C005
916,2024-11-16,463,C001
917,2024-01-20,464,C006
918,2024-04-06,464,C005
919,2024-02-09,464,C004
920,2024-11-18,465,C002
921,2024-10-16,466,C004
922,2024-12-20,466,C007
923,2024-08-23,467,C002
924,2024-10-28,468,C001
925,2024-08-06,468,C002
926,2024-03-22,469,C003
927,2024-11-03,469,C002
928,2024-06-10,469,C008
929,2024-01-27,470,C001
930,2024-11-27,471,C003
931,2024-10-05,471,C007
932,2024-06-23,472,C007
933,2024-07-18,473,C002
934,2024-06-14,473,C003
935,2024-03-14,474,C005
936,2024-01-09,474,C008
937,2024-03-04,474,C002
938,2024-12-09,475,C003
939,2024-12-26,475,C008
940,2024-05-18,476,C002
941,2024-08-04,477,C002
942,2024-04-24,477,C008
943,2024-07-05,478,C001
944,2024-07-03,478,C003
945,2024-08-16,478,C002
946,2024-06-07,479,C004
947,2024-11-19,480,C001
948,2024-06-19,480,C005
949,2024-05-21,480,C004
950,2024-10-05,481,C007
951,2024-05-01,481,C002
952,2024-08-08,482,C001
953,2024-07-28,482,C006
954,2024-02-17,483,C007
955,2024-11-28,483,C001
956,2024-12-16,484,C005
957,2024-12-09,484,C001
958,2024-06-27,485,C002
959,2024-06-07,485,C007
960,2024-10-01,485,C001
961,2024-10-20,486,C006
962,2024-05-08,487,C004
963,2024-06-24,487,C008
964,2024-01-24,488,C008
965,2024-10-12,489,C003
966,2024-01-27,490,C006
967,2024-02-01,491,C007
968,2024-10-04,491,C008
969,2024-12-23,491,C004
970,2024-05-21,492,C006
971,2024-11-26,492,C001
972,2024-12-17,493,C004
973,2024-01-26,493,C005
974,2024-06-01,493,C006
975,2024-02-17,494,C005
976,2024-06-04,494,C002
977,2024-04-21,495,C001
978,2024-06-25,496,C003
979,2024-04-07,496,C004
980,2024-05-08,497,C006
981,2024-07-19,497,C004
982,2024-08-12,498,C003
983,2024-05-05,498,C001
984,2024-04-10,499,C006
985,2024-12-23,499,C002
986,2024-03-25,500,C004
987,2024-05-03,500,C006
988,2024-06-22,500,C007
989,2024-11-24,501,C001
990,2024-08-05,501,C007
991,2024-01-16,502,C006
992,2024-04-18,502,C004
993,2024-09-20,502,C001
994,2024-11-04,503,C001
995,2024-09-01,503,C006
996,2024-06-04,504,C006
